act	let	0.75
motion	journey	0.7272727272727273
motion	shift	0.7272727272727273
motion	exchange	0.7272727272727273
curvet	curvet	0.75
hike	hike	0.7272727272727273
travel	journey	0.8
travel	shift	0.8
journey	shift	0.8
expedition	expedition	0.7272727272727273
lockage	lockage	0.8
spaceflight	outer_space	0.75
transportation	transplant	0.7692307692307693
transportation	shift	0.7272727272727273
transshipment	transship	0.7272727272727273
passage	relay	0.7692307692307693
insertion	addition	0.8
insertion	exchange	0.8
epidural_injection	epidural_anesthesia	0.7368421052631579
rise	descent	0.8
shift	back_and_forth	0.8
abduction	adduction	0.8571428571428571
disturbance	damage	0.75
disturbance	hire	0.75
reclining	sitting	0.8
reclining	standing	0.7272727272727273
pronation	supination	0.8333333333333334
sitting	standing	0.7272727272727273
right	left	0.875
left	right	0.75
decrease	devitalization	0.75
decrease	depletion	0.75
decrease	weakening	0.75
devitalization	weakening	0.75
extenuation	minimize	0.7272727272727273
condensing	strengthening	0.75
deflation	inflation	0.75
weakening	strengthening	0.75
addition	exchange	0.8
retrofit	retrofit	0.7272727272727273
contraction	expansion	0.8571428571428571
deposit	redaction	0.75
deposit	set	0.75
bisection	quartering	0.75
quartering	one-fourth	0.75
quartering	three-fourths	0.75
undercut	undercut	0.8
bifurcation	trifurcation	0.75
abstraction	emptying	0.75
abstraction	creating_by_removal	0.75
emptying	creating_by_removal	0.75
damage	hire	0.75
widening	narrowing	0.75
widening	spiritualization	0.75
widening	priming	0.75
widening	reciprocation	0.75
narrowing	spiritualization	0.75
narrowing	priming	0.75
narrowing	reciprocation	0.75
anglicism	germanism	0.75
disregard	disregard	0.75
disregard	inattentive	0.75
persecution	racist	0.7272727272727273
prolonged_interrogation	sleep_deprivation	0.7142857142857143
sensory_deprivation	sleep_deprivation	0.8
jest	jesting	0.75
split	reverse_split	0.8888888888888888
broad_jump	long_jump	0.7692307692307693
high_jump	high_jump	0.7692307692307693
gainer	half_gainer	0.8666666666666667
fishing	fisherman	0.75
fly-fishing	fly_casting	0.75
outdoor_game	court_game	0.75
croquet	croquet	0.9333333333333333
baseball	cricket	0.875
no-hit_game	one-hitter	0.7692307692307693
no-hit_game	two-hitter	0.9230769230769231
no-hit_game	three-hitter	0.9230769230769231
no-hit_game	four-hitter	0.9230769230769231
no-hit_game	five-hitter	0.9230769230769231
one-hitter	two-hitter	0.7142857142857143
one-hitter	three-hitter	0.7142857142857143
one-hitter	four-hitter	0.7142857142857143
one-hitter	five-hitter	0.7142857142857143
two-hitter	three-hitter	0.8571428571428571
two-hitter	four-hitter	0.8571428571428571
two-hitter	five-hitter	0.8571428571428571
three-hitter	four-hitter	0.8571428571428571
three-hitter	five-hitter	0.8571428571428571
four-hitter	five-hitter	0.8571428571428571
singles	singles	0.8
doubles	doubles	0.8
euchre	napoleon	0.75
break	break	0.7272727272727273
backgammon	go	0.7272727272727273
exacta	superfecta	0.8
parlay	parlay	0.7142857142857143
bust	crapulent	0.75
pavane	saraband	0.8333333333333334
pavane	minuet	0.7272727272727273
saraband	minuet	0.7272727272727273
pas_de_trois	pas_de_quatre	0.75
bell_ringing	carillon	0.7272727272727273
a_cappella_singing	unaccompanied	0.75
a_cappella_singing	a_cappella	0.75
carol	carol	0.8333333333333334
lullaby	lullaby	0.7692307692307693
down-bow	up-bow	0.8
football_play	quarterback	0.7142857142857143
end_run	rush	0.875
pass	handoff	0.8235294117647058
forward_pass	lateral_pass	0.75
basketball_play	baseball_play	0.75
double_play	triple_play	0.8333333333333334
cut	serve	0.7272727272727273
backhand	backhand(a)	0.7058823529411765
drive	forehand_drive	0.75
ground_stroke	half_volley	0.7692307692307693
ground_stroke	volley	0.8333333333333334
half_volley	volley	0.9230769230769231
golf_stroke	stroke	0.7142857142857143
slice	hook	0.8333333333333334
sclaff	shank	0.75
teeoff	tee_off	0.7142857142857143
spiritualization	priming	0.75
spiritualization	reciprocation	0.75
minister	portfolio	0.75
president_of_the_united_states	president_of_the_united_states	0.7692307692307693
secretary_of_agriculture	secretary_of_commerce	0.75
secretary_of_agriculture	secretary_of_defense	0.75
secretary_of_agriculture	secretary_of_education	0.75
secretary_of_agriculture	secretary_of_energy	0.75
secretary_of_agriculture	secretary_of_labor	0.75
secretary_of_agriculture	secretary_of_state	0.75
secretary_of_agriculture	secretary_of_the_interior	0.75
secretary_of_agriculture	secretary_of_the_treasury	0.75
secretary_of_agriculture	secretary_of_transportation	0.75
secretary_of_commerce	secretary_of_defense	0.75
secretary_of_commerce	secretary_of_education	0.75
secretary_of_commerce	secretary_of_energy	0.75
secretary_of_commerce	secretary_of_labor	0.75
secretary_of_commerce	secretary_of_state	0.75
secretary_of_commerce	secretary_of_the_interior	0.75
secretary_of_commerce	secretary_of_the_treasury	0.75
secretary_of_commerce	secretary_of_transportation	0.75
secretary_of_defense	secretary_of_education	0.75
secretary_of_defense	secretary_of_energy	0.75
secretary_of_defense	secretary_of_labor	0.75
secretary_of_defense	secretary_of_state	0.75
secretary_of_defense	secretary_of_the_interior	0.75
secretary_of_defense	secretary_of_the_treasury	0.75
secretary_of_defense	secretary_of_transportation	0.75
secretary_of_education	secretary_of_energy	0.75
secretary_of_education	secretary_of_labor	0.75
secretary_of_education	secretary_of_state	0.75
secretary_of_education	secretary_of_the_interior	0.75
secretary_of_education	secretary_of_the_treasury	0.75
secretary_of_education	secretary_of_transportation	0.75
secretary_of_energy	secretary_of_labor	0.75
secretary_of_energy	secretary_of_state	0.75
secretary_of_energy	secretary_of_the_interior	0.75
secretary_of_energy	secretary_of_the_treasury	0.75
secretary_of_energy	secretary_of_transportation	0.75
secretary_of_labor	secretary_of_state	0.75
secretary_of_labor	secretary_of_the_interior	0.75
secretary_of_labor	secretary_of_the_treasury	0.75
secretary_of_labor	secretary_of_transportation	0.75
secretary_of_state	secretary_of_the_interior	0.75
secretary_of_state	secretary_of_the_treasury	0.75
secretary_of_state	secretary_of_transportation	0.75
secretary_of_the_interior	secretary_of_the_treasury	0.75
secretary_of_the_interior	secretary_of_transportation	0.75
secretary_of_the_treasury	secretary_of_transportation	0.75
secretary_of_war	secretary_of_the_navy	1.0
secretary_of_commerce_and_labor	secretary_of_health_education_and_welfare	0.8
airplane_mechanics	auto_mechanics	0.75
lighting	lighting_fixture	0.75
preventive_medicine	therapeutics	0.8
cryptography	cryptogram	0.75
first_in_first_out	last_in_first_out	0.875
clean_and_jerk	press	0.8571428571428571
arm_exercise	back_exercise	0.8
arm_exercise	leg_exercise	0.8
arm_exercise	leg_curl	0.7272727272727273
arm_exercise	leg_extensor	0.7272727272727273
arm_exercise	neck_exercise	0.8
arm_exercise	stomach_exercise	0.8
back_exercise	leg_exercise	0.8
back_exercise	leg_curl	0.7272727272727273
back_exercise	leg_extensor	0.7272727272727273
back_exercise	neck_exercise	0.8
back_exercise	stomach_exercise	0.8
leg_exercise	leg_curl	0.9090909090909091
leg_exercise	leg_extensor	0.9090909090909091
leg_exercise	neck_exercise	0.8
leg_exercise	stomach_exercise	0.8
leg_curl	leg_extensor	0.8333333333333334
leg_curl	neck_exercise	0.7272727272727273
leg_curl	stomach_exercise	0.7272727272727273
leg_extensor	neck_exercise	0.7272727272727273
leg_extensor	stomach_exercise	0.7272727272727273
neck_exercise	stomach_exercise	0.8
stem-cell_research	embryonic_stem-cell_research	0.7692307692307693
urinalysis	scatology	0.7142857142857143
acidimetry	alkalimetry	0.8
dialysis	dialyzer	0.7058823529411765
plasmapheresis	plateletpheresis	0.8571428571428571
blood_count	blood_count	0.8571428571428571
complete_blood_count	differential_blood_count	0.7619047619047619
first_aid	first-aid_station	0.75
nurturance	nurturant	0.8888888888888888
amputation	gastrectomy	0.75
amputation	neurectomy	0.75
amputation	pancreatectomy	0.75
amputation	phlebectomy	0.75
amputation	vulvectomy	0.75
brain_surgery	eye_operation	0.75
brain_surgery	heart_surgery	0.75
decortication	investment	0.7272727272727273
eye_operation	heart_surgery	0.75
gastrectomy	neurectomy	0.75
gastrectomy	pancreatectomy	0.75
gastrectomy	phlebectomy	0.75
gastrectomy	vulvectomy	0.75
gastroenterostomy	gastrostomy	0.7142857142857143
gastrostomy	jejunostomy	0.7142857142857143
port-access_coronary_bypass_surgery	minimally_invasive_coronary_bypass_surgery	0.7586206896551724
hypophysectomy	thyroidectomy	0.75
intracapsular_surgery	extracapsular_surgery	0.8
laser-assisted_subepithelial_keratomileusis	laser-assisted_in_situ_keratomileusis	1.0
laryngectomy	pneumonectomy	0.7692307692307693
major_surgery	minor_surgery	0.8333333333333334
modified_radical_mastectomy	radical_mastectomy	0.8421052631578947
neurectomy	pancreatectomy	0.75
neurectomy	phlebectomy	0.75
neurectomy	vulvectomy	0.75
oophorectomy	oophorosalpingectomy	0.7272727272727273
oophorectomy	orchidectomy	0.75
oophorosalpingectomy	salpingectomy	0.8333333333333334
pancreatectomy	phlebectomy	0.75
pancreatectomy	vulvectomy	0.75
phlebectomy	vulvectomy	0.75
insulin_shock	metrazol_shock	0.8333333333333334
loading	unloading	0.875
plating	electroplate	0.7272727272727273
behalf	behalf	0.7142857142857143
first_base	third_base	0.8888888888888888
second_base	shortstop	0.7368421052631579
second_base	third_base	0.75
left_field	center_field	0.8
left_field	right_field	0.9285714285714286
center_field	right_field	0.8
back	lineman	0.9411764705882353
back	linebacker	0.7368421052631579
back	guard	0.7142857142857143
back	tackle	0.7142857142857143
back	end	0.7142857142857143
lineman	center	0.7058823529411765
lineman	guard	0.7692307692307693
lineman	tackle	0.7692307692307693
lineman	end	0.7692307692307693
fullback	halfback	1.0
center	guard	0.7142857142857143
center	tackle	0.7142857142857143
center	end	0.7142857142857143
guard	tackle	1.0
guard	end	1.0
tackle	end	1.0
mid-off	mid-on	1.0
wrongdoing	wrongdoer	0.8
copyright_infringement	patent_infringement	0.75
capture	spoil	0.75
commercial_bribery	kickback	0.7058823529411765
grand_larceny	petit_larceny	0.8571428571428571
hostile_takeover	friendly_takeover	0.8
clinical_trial	preclinical_trial	0.7368421052631579
fund-raising_campaign	fund-raise	0.75
price_freeze	wage_freeze	0.75
storage	transportation	0.8
full_nelson	half_nelson	0.8181818181818182
armed_forces_censorship	primary_censorship	0.7777777777777778
insulation	insulating_material	0.7777777777777778
echocardiography	echoencephalography	0.7058823529411765
wheeze	asthmatic	0.75
nip	nip	0.75
assortative_mating	disassortative_mating	0.8333333333333334
feel	masturbation	0.7692307692307693
feel	self-stimulation	0.8333333333333334
masturbation	self-stimulation	0.7692307692307693
frottage	frotteur	0.7272727272727273
homosexuality	heterosexuality	0.9090909090909091
negative_chemotaxis	positive_chemotaxis	0.75
division	multiplication	0.75
arithmetic_operation	matrix_operation	0.75
symbolizing	typification	0.75
angiography	lymphangiography	0.8235294117647058
angiography	arthrography	0.8
lymphangiography	arthrography	0.75
exposure	overexposure	0.7272727272727273
exposure	underexposure	0.7272727272727273
overexposure	underexposure	0.7142857142857143
needlework	needleworker	0.8
fabrication	dismantling	0.7272727272727273
sericulture	sericulture	0.7272727272727273
prefabrication	prefabricate	0.8421052631578947
creating_by_mental_acts	creating_by_removal	0.75
affixation	prefixation	0.75
affixation	suffixation	0.75
prefixation	suffixation	0.75
redaction	set	0.75
arthrocentesis	celiocentesis	0.75
frisk	strip_search	0.8
land_development	water_development	0.75
aeronautical_engineering	automotive_technology	0.75
hasty_defense	deliberate_defense	0.7142857142857143
biological_defense	chemical_defense	0.8888888888888888
counterrevolution	counterrevolutionist	0.7692307692307693
pacification	counterinsurgent	0.8333333333333334
depredation	marauding	0.75
broadside	broadside	0.7272727272727273
counterfire	counterbombardment	0.8333333333333334
counterfire	countermortar_fire	0.9230769230769231
counterbombardment	countermortar_fire	0.7692307692307693
friendly_fire	hostile_fire	0.75
electronic_countermeasures	electronic_counter-countermeasures	0.7619047619047619
camber	toe-in	0.75
alternation	run	0.7272727272727273
philately	aerophilately	0.75
provision	stocking	0.75
demurrage	demurrage	0.7619047619047619
point_duty	pointsman	0.8
distribution	allotment	0.75
distribution	deal	0.75
allotment	deal	0.75
unitization	utilize	0.75
field	industry	0.7272727272727273
buyer's_market	seller's_market	1.0
quitclaim	quitclaim	0.8333333333333334
secularization	desacralize	0.7272727272727273
downtick	uptick	1.0
importing	exporting	0.7142857142857143
criminalization	decriminalization	0.8
enactment	legislation	0.75
line_management	line_organization	0.7692307692307693
priming	reciprocation	0.75
nationalization	denationalization	1.0
racism	sexism	0.7142857142857143
levy	enlistment	0.75
civil_suit	criminal_suit	0.8333333333333334
honoring	nonobservance	0.9090909090909091
aid	assistant	0.7142857142857143
attachment	apostate	0.8
courtesy	courtesy	0.75
battle_of_the_ardennes_bulge	bismarck_sea	0.8888888888888888
battle_of_the_ardennes_bulge	caporetto	0.75
battle_of_the_ardennes_bulge	guadalcanal	0.8
battle_of_the_ardennes_bulge	leyte	1.0
battle_of_the_ardennes_bulge	midway	0.7272727272727273
battle_of_the_ardennes_bulge	philippine_sea	0.8
battle_of_the_ardennes_bulge	salerno	1.0
battle_of_the_ardennes_bulge	somme	0.75
battle_of_the_ardennes_bulge	somme	0.8888888888888888
battle_of_the_ardennes_bulge	tannenberg	0.75
battle_of_the_ardennes_bulge	verdun	0.75
battle_of_the_ardennes_bulge	ypres	0.75
battle_of_the_ardennes_bulge	ypres	0.75
battle_of_the_ardennes_bulge	ypres	0.75
bismarck_sea	guadalcanal	0.7272727272727273
bismarck_sea	jutland	0.7272727272727273
bismarck_sea	leyte	0.8888888888888888
bismarck_sea	midway	0.8333333333333334
bismarck_sea	philippine_sea	0.9090909090909091
bismarck_sea	salerno	0.8888888888888888
bismarck_sea	somme	0.8
caporetto	leyte	0.75
caporetto	salerno	0.75
caporetto	somme	0.75
caporetto	tannenberg	0.75
caporetto	verdun	0.75
caporetto	ypres	0.75
caporetto	ypres	0.75
caporetto	ypres	1.0
chancellorsville	gettysburg	0.9090909090909091
chancellorsville	kennesaw_mountain	0.7272727272727273
chancellorsville	vicksburg	0.8333333333333334
chickamauga	gettysburg	0.7272727272727273
chickamauga	bushwhacker	0.7272727272727273
chickamauga	johnston	0.7272727272727273
eniwetok	philippine_sea	0.7272727272727273
eniwetok	somme	0.8
fredericksburg	gettysburg	0.7272727272727273
fredericksburg	hampton_roads	0.8333333333333334
fredericksburg	kennesaw_mountain	0.7272727272727273
fredericksburg	shiloh	0.7692307692307693
gettysburg	hampton_roads	0.7272727272727273
gettysburg	kennesaw_mountain	0.8
gettysburg	vicksburg	0.9090909090909091
guadalcanal	leyte	0.8
guadalcanal	salerno	0.8
guadalcanal	somme	0.7272727272727273
hampton_roads	kennesaw_mountain	0.7272727272727273
hampton_roads	shiloh	0.7692307692307693
inchon	yalu_river	0.8888888888888888
jutland	somme	0.8
jutland	verdun	0.8
kennesaw_mountain	vicksburg	0.7272727272727273
leyte	midway	0.7272727272727273
leyte	philippine_sea	0.8
leyte	salerno	1.0
leyte	somme	0.75
leyte	somme	0.8888888888888888
leyte	tannenberg	0.75
leyte	verdun	0.75
leyte	ypres	0.75
leyte	ypres	0.75
leyte	ypres	0.75
lutzen	rocroi	0.8
magenta	solferino	0.7619047619047619
manila_bay	santiago	1.0
meuse	saint-mihiel	0.7272727272727273
midway	philippine_sea	0.7692307692307693
midway	salerno	0.7272727272727273
philippine_sea	salerno	0.8
philippine_sea	somme	0.9090909090909091
saint-mihiel	soissons	0.7272727272727273
salerno	somme	0.75
salerno	somme	0.8888888888888888
salerno	tannenberg	0.75
salerno	verdun	0.75
salerno	ypres	0.75
salerno	ypres	0.75
salerno	ypres	0.75
somme	tannenberg	0.75
somme	verdun	1.0
somme	ypres	0.75
somme	ypres	0.75
somme	ypres	0.75
tannenberg	verdun	0.75
tannenberg	ypres	1.0
tannenberg	ypres	0.75
tannenberg	ypres	0.75
verdun	ypres	0.75
verdun	ypres	0.75
verdun	ypres	0.75
ypres	ypres	0.75
ypres	ypres	0.75
ypres	ypres	0.75
american_civil_war	old_south	0.8333333333333334
animalia	plantae	0.7692307692307693
bottom-feeder	bottom_lurkers	0.7272727272727273
amphidiploid	haploid	0.7142857142857143
polyploid	diploid	0.8
polyploid	polyploid	0.9230769230769231
female	male	0.7142857142857143
acrodont	pleurodont	0.7058823529411765
aerobe	anaerobe	0.75
arenavirus	filovirus	0.8
arenavirus	flavivirus	0.8
junin_virus	lassa_virus	0.7272727272727273
junin_virus	machupo_virus	0.8333333333333334
lassa_virus	machupo_virus	0.7272727272727273
filovirus	flavivirus	0.8
togaviridae	flaviviridae	1.0
togaviridae	arenaviridae	0.75
togaviridae	rhabdoviridae	0.75
togaviridae	reoviridae	1.0
flaviviridae	arenaviridae	0.75
flaviviridae	rhabdoviridae	0.75
flaviviridae	reoviridae	1.0
arenaviridae	rhabdoviridae	1.0
arenaviridae	reoviridae	0.75
rhabdoviridae	reoviridae	0.75
variola_major	variola_minor	0.8571428571428571
orthomyxovirus	paramyxovirus	0.7272727272727273
herpes_simplex_1	herpes_zoster	0.75
herpes_zoster	herpes_varicella_zoster	0.8888888888888888
onion_yellow-dwarf_virus	potato_yellow-dwarf_virus	0.8571428571428571
heliobacter_pylori	listeria_monocytogenes	0.75
heliobacter_pylori	serratia_marcescens	0.75
eubacteriales	pseudomonadales	1.0
pseudomonas	genus_actinomyces	0.75
pseudomonas	genus_streptomyces	0.75
pseudomonas	micrococcus	0.75
pseudomonas	genus_lactobacillus	0.75
pseudomonas	spirochaeta	0.75
pseudomonas	endamoeba	0.75
pseudomonas	genus_globigerina	0.75
pseudomonas	ulva	0.75
pseudomonas	zygnema	0.75
pseudomonas	rhodymenia	0.75
pseudomonas	peridinium	0.75
pseudomonas	genus_eimeria	0.75
pseudomonas	genus_plasmodium	0.75
pseudomonas	haemoproteus	0.75
pseudomonas	genus_babesia	0.75
pseudomonas	electrophorus	0.75
pseudomonas	catostomus	0.75
pseudomonas	holocentrus	0.75
pseudomonas	genus_anomalops	0.75
pseudomonas	zeus	0.75
pseudomonas	fistularia	0.75
pseudomonas	gasterosteus	0.75
pseudomonas	syngnathus	0.75
pseudomonas	alopius	0.75
pseudomonas	raja	0.75
pseudomonas	parus	0.75
pseudomonas	cinclus	0.75
pseudomonas	accipiter	0.75
pseudomonas	tyto	0.75
pseudomonas	phalangium	0.75
pseudomonas	lycosa	0.75
pseudomonas	ixodes	0.75
pseudomonas	trombicula	0.75
pseudomonas	limulus	0.75
pseudomonas	buceros	0.75
pseudomonas	phoeniculus	0.75
pseudomonas	tachyglossus	0.75
pseudomonas	ornithorhynchus	0.75
pseudomonas	didelphis	0.75
pseudomonas	caenolestes	0.75
pseudomonas	tylenchus	0.75
pseudomonas	dracunculus	0.75
pseudomonas	hirudo	0.75
pseudomonas	haliotis	0.75
pseudomonas	strombus	0.75
pseudomonas	helix	0.75
pseudomonas	aplysia	0.75
pseudomonas	mya	0.75
pseudomonas	ostrea	0.75
pseudomonas	unio	0.75
pseudomonas	genus_teredo	0.75
pseudomonas	genus_octopus	0.75
pseudomonas	cancer	0.75
pseudomonas	portunus	0.75
pseudomonas	palinurus	0.75
pseudomonas	astacus	0.75
pseudomonas	pagurus	0.75
pseudomonas	crangon	0.75
pseudomonas	palaemon	0.75
pseudomonas	peneus	0.75
pseudomonas	mysis	0.75
pseudomonas	genus_squilla	0.75
pseudomonas	orchestia	0.75
pseudomonas	balanus	0.75
pseudomonas	lepas	0.75
pseudomonas	viverra	0.75
pseudomonas	phyllostomus	0.75
pseudomonas	genus_homo	0.75
pseudomonas	cynocephalus	0.75
pseudomonas	elephas	0.75
pseudomonas	engraulis	0.75
pseudomonas	lophius	0.75
pseudomonas	anabas	0.75
pseudomonas	esox	0.75
pseudomonas	nymphaea	0.75
pseudomonas	genus_orchis	0.75
pseudomonas	elaeocarpus	0.75
pseudomonas	haemodorum	0.75
pseudomonas	ulmus	0.75
pseudomonas	plantago	0.75
pseudomonas	vitis	0.75
nitrobacteriaceae	nitrite_bacterium	0.7272727272727273
corynebacteriaceae	enterobacteriaceae	0.7058823529411765
listeria_monocytogenes	serratia_marcescens	0.75
salmonella_enteritidis	salmonella_typhimurium	0.7272727272727273
chlamydia_psittaci	chlamydia_trachomatis	0.7142857142857143
genus_mycoplasma	menura	0.8
genus_mycoplasma	leiopelma	0.8
genus_mycoplasma	steatornis	0.8
genus_mycoplasma	tarsius	0.8
genus_mycoplasma	albula	0.8
nitrate_bacterium	nitrite_bacterium	0.75
genus_actinomyces	genus_streptomyces	0.75
genus_actinomyces	micrococcus	0.75
genus_actinomyces	genus_lactobacillus	0.75
genus_actinomyces	spirochaeta	0.75
genus_actinomyces	endamoeba	0.75
genus_actinomyces	genus_globigerina	0.75
genus_actinomyces	ulva	0.75
genus_actinomyces	zygnema	0.75
genus_actinomyces	rhodymenia	0.75
genus_actinomyces	peridinium	0.75
genus_actinomyces	genus_eimeria	0.75
genus_actinomyces	genus_plasmodium	0.75
genus_actinomyces	haemoproteus	0.75
genus_actinomyces	genus_babesia	0.75
genus_actinomyces	electrophorus	0.75
genus_actinomyces	catostomus	0.75
genus_actinomyces	holocentrus	0.75
genus_actinomyces	genus_anomalops	0.75
genus_actinomyces	zeus	0.75
genus_actinomyces	fistularia	0.75
genus_actinomyces	gasterosteus	0.75
genus_actinomyces	syngnathus	0.75
genus_actinomyces	alopius	0.75
genus_actinomyces	raja	0.75
genus_actinomyces	parus	0.75
genus_actinomyces	cinclus	0.75
genus_actinomyces	accipiter	0.75
genus_actinomyces	tyto	0.75
genus_actinomyces	phalangium	0.75
genus_actinomyces	lycosa	0.75
genus_actinomyces	ixodes	0.75
genus_actinomyces	trombicula	0.75
genus_actinomyces	limulus	0.75
genus_actinomyces	buceros	0.75
genus_actinomyces	phoeniculus	0.75
genus_actinomyces	tachyglossus	0.75
genus_actinomyces	ornithorhynchus	0.75
genus_actinomyces	didelphis	0.75
genus_actinomyces	caenolestes	0.75
genus_actinomyces	tylenchus	0.75
genus_actinomyces	dracunculus	0.75
genus_actinomyces	hirudo	0.75
genus_actinomyces	haliotis	0.75
genus_actinomyces	strombus	0.75
genus_actinomyces	helix	0.75
genus_actinomyces	aplysia	0.75
genus_actinomyces	mya	0.75
genus_actinomyces	ostrea	0.75
genus_actinomyces	unio	0.75
genus_actinomyces	genus_teredo	0.75
genus_actinomyces	genus_octopus	0.75
genus_actinomyces	cancer	0.75
genus_actinomyces	portunus	0.75
genus_actinomyces	palinurus	0.75
genus_actinomyces	astacus	0.75
genus_actinomyces	pagurus	0.75
genus_actinomyces	crangon	0.75
genus_actinomyces	palaemon	0.75
genus_actinomyces	peneus	0.75
genus_actinomyces	mysis	0.75
genus_actinomyces	genus_squilla	0.75
genus_actinomyces	orchestia	0.75
genus_actinomyces	balanus	0.75
genus_actinomyces	lepas	0.75
genus_actinomyces	viverra	0.75
genus_actinomyces	phyllostomus	0.75
genus_actinomyces	genus_homo	0.75
genus_actinomyces	cynocephalus	0.75
genus_actinomyces	elephas	0.75
genus_actinomyces	engraulis	0.75
genus_actinomyces	lophius	0.75
genus_actinomyces	anabas	0.75
genus_actinomyces	esox	0.75
genus_actinomyces	nymphaea	0.75
genus_actinomyces	genus_orchis	0.75
genus_actinomyces	elaeocarpus	0.75
genus_actinomyces	haemodorum	0.75
genus_actinomyces	ulmus	0.75
genus_actinomyces	plantago	0.75
genus_actinomyces	vitis	0.75
genus_streptomyces	micrococcus	0.75
genus_streptomyces	genus_lactobacillus	0.75
genus_streptomyces	spirochaeta	0.75
genus_streptomyces	endamoeba	0.75
genus_streptomyces	genus_globigerina	0.75
genus_streptomyces	ulva	0.75
genus_streptomyces	zygnema	0.75
genus_streptomyces	rhodymenia	0.75
genus_streptomyces	peridinium	0.75
genus_streptomyces	genus_eimeria	0.75
genus_streptomyces	genus_plasmodium	0.75
genus_streptomyces	haemoproteus	0.75
genus_streptomyces	genus_babesia	0.75
genus_streptomyces	electrophorus	0.75
genus_streptomyces	catostomus	0.75
genus_streptomyces	holocentrus	0.75
genus_streptomyces	genus_anomalops	0.75
genus_streptomyces	zeus	0.75
genus_streptomyces	fistularia	0.75
genus_streptomyces	gasterosteus	0.75
genus_streptomyces	syngnathus	0.75
genus_streptomyces	alopius	0.75
genus_streptomyces	raja	0.75
genus_streptomyces	parus	0.75
genus_streptomyces	cinclus	0.75
genus_streptomyces	accipiter	0.75
genus_streptomyces	tyto	0.75
genus_streptomyces	phalangium	0.75
genus_streptomyces	lycosa	0.75
genus_streptomyces	ixodes	0.75
